Date,Light Sweet Money Managers (R1),Light Sweet Swap Dealers (R1),Light Sweet Manufacturers (R1),Light Sweet Others (R1),Light Sweet (R2),CFFDQSWL Index - Mid Price (R1),CFFDQSWS Index - Mid Price (R1),CFFDQSWD Index - Mid Price (R1),CFFDQPML Index - Mid Price (R1),CFFDQPMS Index - Mid Price (R1),CFFDQMML Index - Mid Price (R1),CFFDQMMS Index - Mid Price (R1),CFFDQMMD Index - Mid Price (R1),CFFDQORL Index - Mid Price (R1),CFFDQORS Index - Mid Price (R1),CFFDQORD Index - Mid Price (R1),SPX Index - Last Price (L1),GC1 Comdty - Last Price (L1),DXY Curncy - Last Price (R4),USGG2YR Index - Last Price (R3)
2010-01-01,133539.0,149261.0,-255556.0,-39461.0,79.36,249809.0,100548.0,225648.0,136934.0,392490.0,172733.0,39194.0,144177.0,74766.0,114227.0,106313.0,1115.1,1096.2,77.86,1.1356
2010-01-08,154775.0,125341.0,-251826.0,-45940.0,82.75,246155.0,120814.0,226385.0,139446.0,391272.0,194643.0,39868.0,158903.0,70391.0,116331.0,110257.0,1144.98,1138.9,77.471,0.9759
2010-01-15,175619.0,100913.0,-251549.0,-39950.0,78.0,229818.0,128905.0,234217.0,149618.0,401167.0,217292.0,41673.0,162548.0,74134.0,114084.0,151396.0,1136.03,1130.5,77.323,0.8621
2010-01-22,177004.0,102480.0,-255474.0,-42623.0,74.54,230685.0,128205.0,253183.0,159912.0,415386.0,214738.0,37734.0,174966.0,65672.0,108295.0,147309.0,1091.76,1089.7,78.277,0.7875
2010-01-29,133155.0,121187.0,-243484.0,-33535.0,72.89,241765.0,120578.0,255259.0,164966.0,408450.0,179142.0,45987.0,183126.0,67431.0,100966.0,143952.0,1073.87,1083.0,79.462,0.8118
2010-02-05,121074.0,142576.0,-237870.0,-35047.0,71.19,264833.0,122257.0,244316.0,167732.0,405602.0,169012.0,47938.0,179801.0,73073.0,108120.0,167275.0,1066.19,1052.2,80.441,0.7633
2010-02-12,88821.0,176627.0,-224662.0,-46761.0,74.13,288269.0,111642.0,228855.0,169586.0,394248.0,153244.0,64423.0,171097.0,71824.0,118585.0,149255.0,1075.51,1089.5,80.218,0.8265
2010-02-19,120441.0,159069.0,-226034.0,-52005.0,79.81,279712.0,120643.0,232952.0,172680.0,398714.0,165827.0,45386.0,167766.0,70176.0,122181.0,145212.0,1109.17,1121.3,80.643,0.9157
2010-02-26,132504.0,134891.0,-227759.0,-47152.0,79.66,262892.0,128001.0,229297.0,156653.0,384412.0,180790.0,48286.0,150938.0,66933.0,114085.0,149083.0,1104.49,1118.9,80.362,0.8118
2010-03-05,144058.0,123309.0,-226069.0,-52641.0,81.5,256984.0,133675.0,233280.0,172391.0,398460.0,189727.0,45669.0,165644.0,65932.0,118573.0,133461.0,1138.7,1135.2,80.432,0.891
2010-03-12,159400.0,109219.0,-233249.0,-50086.0,81.24,254925.0,145706.0,229646.0,192798.0,426047.0,202787.0,43387.0,165050.0,66791.0,116877.0,141964.0,1149.99,1101.7,79.833,0.9476
2010-03-19,170419.0,96139.0,-232275.0,-46276.0,80.68,242830.0,146691.0,237698.0,203833.0,436108.0,213617.0,43198.0,170939.0,69389.0,115665.0,136993.0,1159.9,1107.6,80.724,0.989
2010-03-26,157575.0,107350.0,-233666.0,-45656.0,80.0,254240.0,146890.0,218243.0,170802.0,404468.0,202575.0,45000.0,171629.0,69106.0,114762.0,132828.0,1166.59,1104.3,81.676,1.0396
2010-04-02,169478.0,103987.0,-237219.0,-52324.0,84.87,256073.0,152086.0,194867.0,172462.0,409681.0,212058.0,42580.0,162025.0,67887.0,120211.0,137775.0,1178.1,1125.1,81.173,1.1038
2010-04-09,186732.0,84784.0,-230799.0,-58594.0,84.92,244449.0,159665.0,188569.0,186793.0,417592.0,235370.0,48638.0,175010.0,71312.0,129906.0,149252.0,1194.37,1161.1,81.093,1.0563
2010-04-16,175504.0,80396.0,-226423.0,-62140.0,83.24,243548.0,163152.0,189560.0,240966.0,467389.0,223408.0,47904.0,166713.0,71888.0,134028.0,157151.0,1192.13,1136.3,80.824,0.9513
2010-04-23,167019.0,95741.0,-243867.0,-45544.0,85.12,249454.0,153713.0,191050.0,234264.0,478131.0,212485.0,45466.0,162317.0,70672.0,116216.0,147124.0,1217.28,1153.1,81.352,1.0656
2010-04-30,146930.0,86354.0,-224523.0,-37666.0,86.15,248770.0,162416.0,195324.0,252001.0,476524.0,198047.0,51117.0,174033.0,76187.0,113853.0,155156.0,1186.69,1180.7,81.866,0.9603
2010-05-07,154982.0,83969.0,-214815.0,-45112.0,75.11,251016.0,167047.0,205038.0,257253.0,472068.0,206198.0,51216.0,186864.0,75297.0,120409.0,153647.0,1110.88,1210.4,84.45,0.808
2010-05-14,133442.0,110895.0,-229574.0,-40547.0,71.61,268330.0,157435.0,219020.0,243799.0,473373.0,203191.0,69749.0,175068.0,82316.0,122863.0,169466.0,1135.68,1227.8,86.095,0.782
2010-05-21,88414.0,125497.0,-212126.0,-21053.0,70.04,281279.0,155782.0,219657.0,195135.0,407261.0,191272.0,102858.0,159897.0,88332.0,109385.0,156340.0,1087.69,1176.1,85.371,0.7636
2010-05-28,75856.0,165201.0,-218291.0,-35413.0,73.97,311882.0,146681.0,201043.0,185007.0,403298.0,183241.0,107385.0,151813.0,77469.0,112882.0,153563.0,1089.41,1212.2,86.48,0.7658
2010-06-04,65828.0,180528.0,-210162.0,-40953.0,71.51,319892.0,139364.0,197074.0,181922.0,392084.0,179759.0,113931.0,163129.0,79396.0,120349.0,162656.0,1064.88,1216.2,88.233,0.7261
2010-06-11,67643.0,187281.0,-210338.0,-50186.0,73.78,312926.0,125645.0,186840.0,159868.0,370206.0,178229.0,110586.0,163897.0,77146.0,127332.0,170019.0,1091.6,1228.9,87.507,0.7259
2010-06-18,91266.0,182697.0,-210635.0,-58336.0,77.18,304516.0,121819.0,203730.0,168534.0,379169.0,177653.0,86387.0,165071.0,71230.0,129566.0,170451.0,1117.51,1257.2,85.699,0.7094
2010-06-25,79033.0,161986.0,-203225.0,-39398.0,78.86,289288.0,127302.0,197855.0,156339.0,359564.0,172121.0,93088.0,146788.0,66263.0,105661.0,161349.0,1076.76,1255.8,85.313,0.6486
2010-07-02,74216.0,167395.0,-208539.0,-37096.0,72.14,291477.0,124082.0,197616.0,143825.0,352364.0,168457.0,94241.0,154014.0,70299.0,107395.0,155971.0,1022.58,1207.7,84.427,0.625
2010-07-09,55116.0,161896.0,-196965.0,-28901.0,76.09,292171.0,130275.0,196018.0,137512.0,334477.0,158544.0,103428.0,165814.0,80165.0,109066.0,157478.0,1077.96,1209.8,83.947,0.625
2010-07-16,85962.0,179956.0,-207998.0,-51317.0,76.01,309830.0,129874.0,197526.0,147632.0,355630.0,170128.0,84166.0,156136.0,69403.0,120720.0,154528.0,1064.88,1188.2,82.486,0.5846
2010-07-23,97472.0,170847.0,-199594.0,-61327.0,78.98,309387.0,138540.0,191322.0,126959.0,326553.0,169153.0,71681.0,157795.0,62594.0,123921.0,132664.0,1102.66,1187.8,82.464,0.5842
2010-07-30,107716.0,167094.0,-209981.0,-63403.0,78.95,307907.0,140813.0,190967.0,124261.0,334242.0,169376.0,61660.0,166774.0,66363.0,129766.0,139891.0,1101.6,1181.7,81.539,0.5461
2010-08-06,133664.0,157078.0,-208458.0,-77986.0,80.7,308789.0,151711.0,175065.0,123394.0,331852.0,192383.0,58719.0,165334.0,62536.0,140522.0,130392.0,1121.64,1203.4,80.407,0.5056
2010-08-13,128902.0,145157.0,-209792.0,-68566.0,75.39,298861.0,153704.0,173070.0,147256.0,357048.0,186497.0,57595.0,181190.0,68045.0,136611.0,140906.0,1079.25,1214.9,82.948,0.5285
2010-08-20,108874.0,148009.0,-221855.0,-46818.0,73.46,302235.0,154226.0,174247.0,147176.0,369031.0,181310.0,72436.0,167768.0,76253.0,123071.0,135473.0,1071.69,1227.2,83.057,0.4871
2010-08-27,73475.0,169588.0,-218716.0,-46152.0,75.17,315962.0,146374.0,169507.0,117778.0,336494.0,176794.0,103319.0,164554.0,83211.0,129363.0,132721.0,1064.59,1236.0,82.918,0.5481
2010-09-03,71495.0,172980.0,-199158.0,-58375.0,74.6,317555.0,144575.0,183133.0,135656.0,334814.0,188932.0,117437.0,163094.0,85308.0,143683.0,148416.0,1104.51,1249.8,82.102,0.51
2010-09-10,77545.0,161163.0,-186602.0,-67056.0,76.45,316278.0,155115.0,186405.0,188261.0,374863.0,187178.0,109633.0,159402.0,83385.0,150441.0,145268.0,1109.55,1245.0,82.698,0.5673
2010-09-17,113760.0,133777.0,-186614.0,-65423.0,73.66,295153.0,161376.0,194482.0,187139.0,373753.0,205423.0,91663.0,150363.0,81539.0,146962.0,144342.0,1125.59,1275.9,81.398,0.4639
2010-09-24,96933.0,118528.0,-178200.0,-53033.0,76.49,284765.0,166237.0,179329.0,163271.0,341471.0,196753.0,99820.0,175489.0,90275.0,143308.0,153463.0,1148.67,1296.3,79.395,0.4403
2010-10-01,107116.0,99853.0,-172209.0,-45620.0,81.58,269126.0,169273.0,184679.0,181240.0,353449.0,203694.0,96578.0,169743.0,89776.0,135396.0,152341.0,1146.24,1316.1,78.088,0.4145
2010-10-08,165113.0,39339.0,-162270.0,-49087.0,82.66,243886.0,204547.0,197685.0,197963.0,360233.0,233918.0,68805.0,178925.0,85445.0,134532.0,187732.0,1165.15,1344.2,77.325,0.3431
2010-10-15,174835.0,7430.0,-150667.0,-45509.0,81.25,232387.0,224957.0,193481.0,230959.0,381626.0,237596.0,62761.0,178018.0,87397.0,132906.0,196606.0,1176.19,1371.1,77.041,0.3589
2010-10-22,150681.0,25613.0,-143888.0,-49851.0,81.69,248397.0,222784.0,196536.0,227683.0,371571.0,223112.0,72431.0,177404.0,87191.0,137042.0,176592.0,1183.08,1324.4,77.472,0.3506
2010-10-29,166058.0,25457.0,-160415.0,-40787.0,81.43,247130.0,221673.0,199407.0,197112.0,357527.0,233907.0,67849.0,177138.0,89247.0,130034.0,167333.0,1183.26,1357.6,77.266,0.3357
2010-11-05,177752.0,20002.0,-164565.0,-47644.0,86.85,253711.0,233709.0,195221.0,200413.0,364978.0,249649.0,71897.0,183763.0,87019.0,134663.0,178097.0,1225.85,1397.7,76.548,0.3671
2010-11-12,189002.0,-1550.0,-165031.0,-44895.0,84.88,243129.0,244679.0,198996.0,221594.0,386625.0,258393.0,69391.0,184336.0,89095.0,133990.0,197572.0,1199.21,1365.5,78.082,0.5036
2010-11-19,170392.0,-37680.0,-161263.0,1599.0,81.51,219433.0,257113.0,193263.0,208793.0,370056.0,242305.0,71913.0,154310.0,88182.0,86583.0,193881.0,1199.73,1352.3,78.504,0.5047
2010-11-26,126905.0,-23674.0,-141948.0,14541.0,83.76,229665.0,253339.0,175002.0,194271.0,336219.0,220089.0,93184.0,152127.0,97574.0,83033.0,176148.0,1189.4,1362.4,80.357,0.5079
2010-12-03,152065.0,-35965.0,-136630.0,-5171.0,89.19,218879.0,254844.0,181401.0,205690.0,342320.0,223158.0,71093.0,155670.0,88238.0,93409.0,180499.0,1224.71,1405.4,79.377,0.4683
2010-12-10,191171.0,-51150.0,-149334.0,-14614.0,87.79,215858.0,267008.0,179318.0,215426.0,364760.0,256833.0,65662.0,151504.0,83876.0,98490.0,171792.0,1240.4,1384.3,80.07,0.6363
2010-12-17,193048.0,-28117.0,-163566.0,-30263.0,88.02,219864.0,247981.0,203797.0,217821.0,381387.0,249262.0,56214.0,156230.0,79851.0,110114.0,163290.0,1243.91,1378.6,80.373,0.6052
2010-12-24,194304.0,-25537.0,-165744.0,-33890.0,91.51,223961.0,249498.0,207109.0,232255.0,397999.0,251181.0,56877.0,139410.0,70260.0,104150.0,161845.0,1256.77,1380.0,80.474,0.6474
2010-12-31,202221.0,-30913.0,-167698.0,-39671.0,91.38,218521.0,249434.0,215573.0,242533.0,410231.0,258539.0,56318.0,144576.0,74645.0,114316.0,160475.0,1257.64,1421.4,79.028,0.5934
2011-01-07,175862.0,-40933.0,-147290.0,-26396.0,88.03,219484.0,260417.0,214117.0,255853.0,403143.0,243095.0,67233.0,173759.0,88033.0,114429.0,185930.0,1271.5,1368.9,81.012,0.5931
2011-01-14,195655.0,-43637.0,-160004.0,-26570.0,91.54,227153.0,270790.0,220258.0,261807.0,421811.0,253290.0,57635.0,171581.0,83949.0,110519.0,193349.0,1293.24,1360.5,79.162,0.5685
2011-01-21,191203.0,-53978.0,-155525.0,-24652.0,89.11,217685.0,271663.0,229100.0,268028.0,423553.0,248173.0,56970.0,158832.0,78657.0,103309.0,195136.0,1283.35,1341.0,78.213,0.6087
2011-01-28,155487.0,-35460.0,-151294.0,-12170.0,89.34,225710.0,261170.0,225305.0,281457.0,432751.0,217026.0,61539.0,159824.0,87978.0,100148.0,202403.0,1276.34,1340.7,78.133,0.5385
2011-02-04,176448.0,-30043.0,-166737.0,-23739.0,89.03,232482.0,262525.0,229908.0,274856.0,441593.0,239160.0,62712.0,168359.0,85765.0,109504.0,201236.0,1310.87,1348.3,78.044,0.7444
2011-02-11,178432.0,-43054.0,-177956.0,-12924.0,85.58,233977.0,277031.0,215706.0,282313.0,460269.0,230615.0,52183.0,178313.0,92475.0,105399.0,193471.0,1329.15,1359.9,78.46,0.8342
2011-02-18,163670.0,-20289.0,-196267.0,1844.0,86.2,237017.0,257306.0,230612.0,263053.0,459320.0,218807.0,55137.0,173150.0,102360.0,100516.0,223321.0,1343.01,1388.2,77.664,0.7469
2011-02-25,206023.0,-41365.0,-217532.0,12999.0,97.88,227112.0,268477.0,219951.0,239343.0,456875.0,249629.0,43606.0,161267.0,100951.0,87952.0,209180.0,1319.88,1409.3,77.275,0.7117
2011-03-04,268622.0,-72780.0,-246889.0,3265.0,104.42,214304.0,287084.0,238357.0,218521.0,465410.0,293884.0,25262.0,173698.0,105158.0,101893.0,216119.0,1321.15,1428.6,76.4,0.6807
2011-03-11,274235.0,-72771.0,-244293.0,1347.0,101.16,208857.0,281628.0,251708.0,214667.0,458960.0,301202.0,26967.0,175558.0,108615.0,107268.0,207898.0,1304.28,1421.8,76.776,0.641
2011-03-18,251380.0,-73777.0,-236426.0,3188.0,101.07,209300.0,283077.0,253104.0,211915.0,448341.0,283647.0,32267.0,192122.0,111243.0,108055.0,206038.0,1279.2,1416.1,75.718,0.5845
2011-03-25,252218.0,-68483.0,-235497.0,1510.0,105.4,219866.0,288349.0,242571.0,193560.0,429057.0,281134.0,28916.0,167819.0,101606.0,100096.0,190251.0,1313.8,1426.2,76.217,0.7315
2011-04-01,261759.0,-71998.0,-225495.0,-6865.0,107.94,220575.0,292573.0,237370.0,197442.0,422937.0,293308.0,31549.0,174204.0,99559.0,106424.0,191482.0,1332.41,1428.1,75.833,0.7976
2011-04-08,267539.0,-75530.0,-213491.0,-15388.0,112.79,219135.0,294665.0,241169.0,207258.0,420749.0,296342.0,28803.0,191329.0,98112.0,113500.0,206030.0,1328.17,1473.4,75.066,0.8061
2011-04-15,251247.0,-76781.0,-210689.0,-7986.0,109.66,218316.0,295097.0,242371.0,205768.0,416457.0,279198.0,27951.0,207259.0,106443.0,114429.0,206997.0,1319.68,1485.3,74.832,0.6934
2011-04-22,259011.0,-78101.0,-217063.0,-4980.0,112.29,213452.0,291553.0,247053.0,205575.0,422638.0,296915.0,37904.0,184093.0,108911.0,113891.0,183644.0,1337.38,1503.2,74.108,0.652
2011-04-29,263236.0,-82877.0,-208573.0,-5168.0,113.93,210269.0,293146.0,253643.0,212961.0,421534.0,296609.0,33373.0,189465.0,108329.0,113497.0,184262.0,1363.61,1556.4,72.933,0.6013
2011-05-13,233569.0,-43477.0,-199694.0,-22055.0,99.65,233911.0,277388.0,270531.0,242001.0,441695.0,280900.0,47331.0,224474.0,99715.0,121770.0,209758.0,1337.77,1493.6,75.757,0.5325
2011-05-20,212008.0,-21434.0,-210093.0,-8929.0,99.49,246333.0,267767.0,264026.0,213390.0,423483.0,249943.0,37935.0,214586.0,94690.0,103619.0,199249.0,1333.27,1508.9,75.435,0.5114
2011-05-27,212940.0,-12582.0,-213058.0,-13748.0,100.59,252236.0,264818.0,258764.0,190807.0,403865.0,251438.0,38498.0,208491.0,91114.0,104862.0,184497.0,1331.1,1536.3,74.954,0.4764
2011-06-03,205827.0,-23397.0,-196222.0,-14690.0,100.22,239502.0,262899.0,250883.0,190142.0,386364.0,246234.0,40407.0,213862.0,91092.0,105782.0,186468.0,1300.16,1541.7,73.783,0.4248
2011-06-10,178217.0,-16817.0,-190762.0,-2093.0,99.29,244304.0,261121.0,245196.0,199725.0,390487.0,236116.0,57899.0,208285.0,99079.0,101172.0,185407.0,1270.98,1528.6,74.795,0.3981
2011-06-17,183113.0,-15880.0,-182095.0,-16742.0,93.01,244785.0,260665.0,252803.0,215705.0,397800.0,240024.0,56911.0,229812.0,97024.0,113766.0,212714.0,1271.5,1538.6,74.988,0.3749
2011-06-24,162190.0,10373.0,-188351.0,-13123.0,91.16,253614.0,243241.0,256507.0,203602.0,391953.0,228586.0,66396.0,213377.0,95579.0,108702.0,191939.0,1268.45,1500.5,75.665,0.329
2011-07-01,150004.0,20404.0,-176823.0,-15450.0,94.94,262671.0,242267.0,255758.0,205225.0,382048.0,223022.0,73018.0,211130.0,94929.0,110379.0,188991.0,1339.67,1482.6,74.349,0.4719
2011-07-08,159641.0,11905.0,-168704.0,-21251.0,96.2,253436.0,241531.0,256838.0,220185.0,388889.0,224114.0,64473.0,209482.0,93711.0,114962.0,182767.0,1343.8,1541.6,75.179,0.3909
2011-07-15,162288.0,2770.0,-174583.0,-11393.0,97.24,249215.0,246445.0,259950.0,218748.0,393331.0,228578.0,66290.0,210660.0,95859.0,107252.0,190729.0,1316.14,1590.1,75.126,0.3529
2011-07-22,171390.0,66.0,-185169.0,-16443.0,99.87,248381.0,248315.0,262173.0,202523.0,387692.0,237123.0,65733.0,199635.0,88726.0,105169.0,172683.0,1345.02,1601.5,74.201,0.3872
2011-07-29,180013.0,-9531.0,-182022.0,-21246.0,95.7,247217.0,256748.0,255319.0,207804.0,389826.0,244362.0,64349.0,202987.0,88717.0,109963.0,175425.0,1292.28,1628.3,73.897,0.3554
2011-08-05,157139.0,-822.0,-180409.0,-9763.0,86.88,246018.0,246840.0,254484.0,209270.0,389679.0,234663.0,77524.0,223987.0,95174.0,104937.0,174895.0,1199.38,1648.8,74.598,0.2878
2011-08-12,147112.0,19963.0,-185436.0,-11394.0,85.38,256007.0,236044.0,243605.0,217854.0,403290.0,227268.0,80156.0,237161.0,97991.0,109385.0,189361.0,1178.81,1740.2,74.607,0.1872
2011-08-19,148595.0,29672.0,-171357.0,-17361.0,82.26,251361.0,221689.0,262739.0,227731.0,399088.0,226918.0,78323.0,227064.0,96253.0,113614.0,186260.0,1123.53,1848.9,74.009,0.1893
2011-08-26,138771.0,28678.0,-179134.0,-2431.0,85.37,243994.0,215316.0,251834.0,213982.0,393116.0,218941.0,80170.0,204993.0,97285.0,99716.0,159069.0,1176.8,1794.1,73.814,0.1876
2011-09-02,155728.0,15154.0,-176928.0,-3040.0,86.45,233701.0,218547.0,257476.0,229271.0,406199.0,221311.0,65583.0,202791.0,97213.0,100253.0,176184.0,1173.97,1874.4,74.756,0.1961
2011-09-09,154127.0,6848.0,-181649.0,11015.0,87.24,231704.0,224856.0,260688.0,234295.0,415944.0,224199.0,70072.0,203278.0,113771.0,102756.0,184213.0,1154.23,1857.1,77.192,0.1688
2011-09-16,168798.0,-3251.0,-165765.0,-3403.0,87.96,219940.0,223191.0,260289.0,234528.0,400293.0,228362.0,59564.0,169175.0,106859.0,110262.0,169858.0,1216.01,1812.5,76.599,0.1652
2011-09-23,152875.0,-6232.0,-160168.0,7090.0,79.85,222968.0,229200.0,241326.0,198909.0,359077.0,217699.0,64824.0,157822.0,109351.0,102261.0,152315.0,1136.43,1637.7,78.501,0.2164
2011-09-30,141534.0,7450.0,-146501.0,-3848.0,79.2,223854.0,216404.0,247471.0,191916.0,338417.0,215424.0,73890.0,163934.0,104779.0,108627.0,168297.0,1131.42,1620.4,78.553,0.243
2011-10-07,126093.0,13176.0,-127561.0,-17929.0,82.98,223686.0,210510.0,248511.0,221038.0,348599.0,211402.0,85309.0,178816.0,104191.0,122120.0,176087.0,1155.46,1634.5,78.726,0.2882
2011-10-14,147448.0,8671.0,-129236.0,-26387.0,86.8,222021.0,213350.0,231132.0,221078.0,350314.0,210780.0,63332.0,166929.0,101513.0,127900.0,204365.0,1224.58,1681.8,76.623,0.2654
2011-10-21,158521.0,4332.0,-136601.0,-14150.0,87.4,230748.0,226416.0,241699.0,212549.0,349150.0,219391.0,60870.0,177791.0,103833.0,117983.0,187578.0,1238.25,1635.1,76.395,0.2668
2011-10-28,184147.0,-26334.0,-131057.0,-24429.0,93.32,209820.0,236154.0,252439.0,183208.0,314265.0,237254.0,53107.0,189467.0,97958.0,122387.0,155764.0,1285.09,1747.2,75.067,0.2892
2011-11-04,179845.0,-42192.0,-124087.0,-18233.0,94.26,203259.0,245451.0,250972.0,176167.0,300254.0,229279.0,49434.0,174009.0,94359.0,112592.0,147454.0,1253.23,1756.1,76.962,0.2184
2011-11-11,188181.0,-47213.0,-125295.0,-21139.0,98.99,205963.0,253176.0,238423.0,183398.0,308693.0,235730.0,47549.0,178351.0,93658.0,114797.0,144920.0,1263.85,1788.1,76.945,0.23
2011-11-18,191796.0,-36288.0,-141731.0,-18389.0,97.41,226642.0,262930.0,231860.0,158001.0,299732.0,230682.0,38886.0,181960.0,90436.0,108825.0,157397.0,1215.65,1725.1,78.064,0.2782
2011-11-25,166033.0,-55910.0,-121553.0,-8687.0,96.77,214000.0,269910.0,215599.0,144215.0,265768.0,210899.0,44866.0,182352.0,103053.0,111740.0,146717.0,1158.67,1685.7,79.686,0.2735
2011-12-02,173395.0,-57766.0,-120064.0,-16916.0,100.96,209706.0,267472.0,210782.0,156238.0,276302.0,212820.0,39425.0,187525.0,95185.0,112101.0,148539.0,1244.28,1747.0,78.625,0.25
2011-12-09,174323.0,-65689.0,-118152.0,-18519.0,99.41,206456.0,272145.0,216244.0,150361.0,268513.0,210754.0,36431.0,207324.0,97436.0,115955.0,157719.0,1255.19,1712.8,78.632,0.2221
2011-12-16,174381.0,-58854.0,-117234.0,-25078.0,93.53,206265.0,265119.0,218282.0,150934.0,268168.0,219394.0,45013.0,200689.0,92910.0,117988.0,166173.0,1219.66,1595.6,80.256,0.2218
2011-12-23,151304.0,-48365.0,-107763.0,-13262.0,99.68,214757.0,263122.0,213232.0,154546.0,262309.0,197370.0,46066.0,201663.0,91925.0,105187.0,149090.0,1265.33,1604.7,79.93,0.2824
2011-12-30,165505.0,-58737.0,-104632.0,-20917.0,98.83,209091.0,267828.0,217022.0,156058.0,260690.0,210113.0,44608.0,208606.0,86888.0,107805.0,159248.0,1257.6,1566.8,80.178,0.2391
2012-01-06,170031.0,-72921.0,-99231.0,-25563.0,101.56,200791.0,273712.0,215233.0,165377.0,264608.0,216478.0,46447.0,233740.0,84602.0,110165.0,170147.0,1277.81,1616.8,81.254,0.2559
2012-01-13,174085.0,-96749.0,-98646.0,-14737.0,98.7,187587.0,284336.0,205841.0,185446.0,284092.0,213674.0,39589.0,224917.0,98498.0,113235.0,178098.0,1289.09,1630.8,81.515,0.2213
2012-01-20,164170.0,-117277.0,-85839.0,7056.0,98.46,177496.0,294773.0,208839.0,191275.0,277114.0,204567.0,40397.0,221270.0,118429.0,111373.0,166757.0,1315.38,1664.0,80.223,0.2403
2012-01-27,175377.0,-119710.0,-85557.0,2468.0,99.56,172054.0,291764.0,206704.0,170878.0,256435.0,211106.0,35729.0,219377.0,111249.0,108781.0,163558.0,1316.33,1732.2,78.902,0.2108
2012-02-03,172921.0,-115800.0,-85660.0,-2222.0,97.84,175188.0,290988.0,205350.0,191271.0,276931.0,212097.0,39176.0,243461.0,109079.0,111301.0,177551.0,1344.9,1737.9,78.924,0.2302
2012-02-10,173469.0,-122252.0,-78905.0,-4584.0,98.67,165410.0,287662.0,209611.0,245608.0,324513.0,211129.0,37660.0,264493.0,104042.0,108626.0,192436.0,1342.64,1723.3,79.114,0.2739
2012-02-17,202222.0,-149622.0,-82191.0,2530.0,103.24,142467.0,292089.0,224095.0,233107.0,315298.0,236010.0,33788.0,255845.0,113271.0,110741.0,194535.0,1361.23,1724.5,79.331,0.2904
2012-02-24,215802.0,-180289.0,-81389.0,12378.0,109.77,126041.0,306330.0,217692.0,199034.0,280423.0,247891.0,32089.0,238369.0,119489.0,107111.0,201418.0,1365.74,1775.1,78.352,0.3049
2012-03-02,228392.0,-206844.0,-84706.0,26167.0,106.7,122631.0,329475.0,231101.0,226530.0,311236.0,261729.0,33337.0,246586.0,132927.0,106760.0,199106.0,1369.63,1709.8,79.403,0.2737
2012-03-09,209535.0,-198772.0,-74848.0,27417.0,107.4,125030.0,323802.0,234572.0,256041.0,330889.0,255274.0,45739.0,263664.0,141475.0,114058.0,211605.0,1370.87,1711.5,80.041,0.3178
2012-03-16,211932.0,-203221.0,-75396.0,31242.0,107.06,131223.0,334444.0,229623.0,245177.0,320573.0,263258.0,51326.0,258598.0,145694.0,114452.0,206959.0,1404.17,1655.8,79.786,0.3587
2012-03-23,203691.0,-196580.0,-72969.0,30901.0,106.87,131239.0,327819.0,226694.0,248976.0,321945.0,251223.0,47532.0,260093.0,143695.0,112794.0,199701.0,1397.11,1662.4,79.345,0.3517
2012-03-30,197396.0,-189504.0,-74445.0,32056.0,103.02,137253.0,326757.0,220325.0,255800.0,330245.0,243905.0,46509.0,265076.0,143782.0,111726.0,199647.0,1408.47,1669.3,79.004,0.3287
2012-04-06,179501.0,-174408.0,-70974.0,36056.0,103.31,141239.0,315647.0,233380.0,260888.0,331862.0,227856.0,48355.0,279977.0,147998.0,111942.0,179946.0,1398.08,1628.5,79.886,0.3136
2012-04-13,158966.0,-165373.0,-59745.0,38616.0,102.83,143009.0,308382.0,224056.0,269402.0,329147.0,214984.0,56018.0,282419.0,151628.0,113012.0,182380.0,1370.26,1659.1,79.888,0.266
2012-04-20,161324.0,-167595.0,-64026.0,52231.0,103.05,149130.0,316725.0,230675.0,261752.0,325778.0,206073.0,44749.0,282108.0,159270.0,107039.0,196372.0,1378.53,1642.1,79.194,0.2642
2012-04-27,164522.0,-166929.0,-65553.0,47864.0,104.93,152947.0,319876.0,216146.0,247780.0,313333.0,204591.0,40069.0,283337.0,152225.0,104361.0,198906.0,1403.36,1664.8,78.709,0.2578
